Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(0, 1)",0.945277750492096,0.9480999708175659,0.453125,1.0,0.2553191489361702,0.4067796610169491,0.4067796610169491
"(0, 2)",0.9442777633666992,0.9477999806404114,0.28125,1.0,0.20689655172413793,0.34285714285714286,0.34285714285714286
"(0, 3)",0.5028333067893982,0.5,0.8125,0.0,0,0,0
"(0, 4)",0.9488333463668823,0.9495999813079834,0.3125,1.0,0.21428571428571427,0.35294117647058826,0.35294117647058826
"(0, 5)",0.9451666474342346,0.9487000107765198,0.3125,1.0,0.21428571428571427,0.35294117647058826,0.35294117647058826
"(0, 6)",0.9427777528762817,0.9480000138282776,0.3125,1.0,0.21428571428571427,0.35294117647058826,0.35294117647058826
"(0, 7)",0.945722222328186,0.9474999904632568,0.4375,1.0,0.25,0.4,0.4
"(0, 8)",0.9476666450500488,0.9488999843597412,0.328125,1.0,0.21818181818181817,0.3582089552238806,0.3582089552238806
"(0, 9)",0.9485555291175842,0.9491000175476074,0.234375,1.0,0.19672131147540983,0.3287671232876712,0.3287671232876712
"(0, 10)",0.9441666603088379,0.948199987411499,0.25,1.0,0.2,0.33333333333333337,0.33333333333333337
"(0, 11)",0.9456111192703247,0.9488000273704529,0.234375,1.0,0.19672131147540983,0.3287671232876712,0.3287671232876712
"(0, 12)",0.5028889179229736,0.5,0.8125,0.0,0,0,0
"(0, 13)",0.9451666474342346,0.9506999850273132,0.1875,1.0,0.1875,0.3157894736842105,0.3157894736842105
"(1, 2)",0.49977776408195496,0.5,0.8125,0.0,0,0,0
"(1, 3)",0.9309999942779541,0.9348000288009644,0.890625,1.0,0.631578947368421,0.7741935483870968,0.7741935483870968
"(1, 4)",0.49888888001441956,0.5,0.8125,0.0,0,0,0
"(1, 5)",0.5048333406448364,0.5,0.8125,0.0,0,0,0
"(1, 6)",0.5019444227218628,0.5,0.8125,0.0,0,0,0
"(1, 7)",0.9348888993263245,0.9388999938964844,0.84375,1.0,0.5454545454545454,0.7058823529411764,0.7058823529411764
"(1, 8)",0.9322777986526489,0.9368000030517578,0.890625,1.0,0.631578947368421,0.7741935483870968,0.7741935483870968
"(1, 9)",0.9352777600288391,0.9391999840736389,0.890625,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.7586206896551724
"(1, 10)",0.4981110990047455,0.5,0.8125,0.0,0,0,0
"(1, 11)",0.4982222318649292,0.5,0.8125,0.0,0,0,0
"(1, 12)",0.49994444847106934,0.5,0.8125,0.0,0,0,0
"(1, 13)",0.9484999775886536,0.9487000107765198,0.28125,0.9166666666666666,0.19642857142857142,0.32352941176470584,0.32352941176470584
"(2, 3)",0.5006111264228821,0.5,0.8125,0.0,0,0,0
"(2, 4)",0.495888888835907,0.5,0.8125,0.0,0,0,0
"(2, 5)",0.8117777705192566,0.8108000159263611,0.59375,0.9166666666666666,0.3055555555555556,0.4583333333333333,0.4583333333333333
"(2, 6)",0.5009999871253967,0.5,0.8125,0.0,0,0,0
"(2, 7)",0.5019999742507935,0.5,0.8125,0.0,0,0,0
"(2, 8)",,,,,,,
"(2, 9)",,,,,,,
"(2, 10)",,,,,,,
"(2, 11)",,,,,,,
"(2, 12)",,,,,,,
"(2, 13)",,,,,,,
"(3, 4)",,,,,,,
"(3, 5)",,,,,,,
"(3, 6)",,,,,,,
"(3, 7)",,,,,,,
"(3, 8)",,,,,,,
"(3, 9)",,,,,,,
"(3, 10)",,,,,,,
"(3, 11)",,,,,,,
"(3, 12)",,,,,,,
"(3, 13)",,,,,,,
"(4, 5)",,,,,,,
"(4, 6)",,,,,,,
"(4, 7)",,,,,,,
"(4, 8)",,,,,,,
"(4, 9)",,,,,,,
"(4, 10)",,,,,,,
"(4, 11)",,,,,,,
"(4, 12)",,,,,,,
"(4, 13)",,,,,,,
"(5, 6)",,,,,,,
"(5, 7)",,,,,,,
"(5, 8)",,,,,,,
"(5, 9)",,,,,,,
"(5, 10)",,,,,,,
"(5, 11)",,,,,,,
"(5, 12)",,,,,,,
"(5, 13)",,,,,,,
"(6, 7)",,,,,,,
"(6, 8)",,,,,,,
"(6, 9)",,,,,,,
"(6, 10)",,,,,,,
"(6, 11)",,,,,,,
"(6, 12)",,,,,,,
"(6, 13)",,,,,,,
"(7, 8)",,,,,,,
"(7, 9)",,,,,,,
"(7, 10)",,,,,,,
"(7, 11)",,,,,,,
"(7, 12)",,,,,,,
"(7, 13)",,,,,,,
"(8, 9)",,,,,,,
"(8, 10)",,,,,,,
"(8, 11)",,,,,,,
"(8, 12)",,,,,,,
"(8, 13)",,,,,,,
"(9, 10)",,,,,,,
"(9, 11)",,,,,,,
"(9, 12)",,,,,,,
"(9, 13)",,,,,,,
"(10, 11)",,,,,,,
"(10, 12)",,,,,,,
"(10, 13)",,,,,,,
"(11, 12)",,,,,,,
"(11, 13)",,,,,,,
"(12, 13)",,,,,,,
